,sentence,pos_tag
2154,Langkah ini juga berpotensi menambah tekanan pada industri yang belum siap memenuhi standar tersebut pada akhirnya membuat beberapa perusahaan memilih mundur dari rencana investasi.,"[('Langkah', np.str_('NN')), ('ini', np.str_('DT')), ('juga', np.str_('ADV')), ('berpotensi', np.str_('VB')), ('menambah', np.str_('VB')), ('tekanan', np.str_('NN')), ('pada', np.str_('IN')), ('industri', np.str_('NN')), ('yang', np.str_('PR')), ('belum', np.str_('NEG')), ('siap', np.str_('VB')), ('memenuhi', np.str_('VB')), ('standar', np.str_('NN')), ('tersebut', np.str_('DT')), ('pada', np.str_('IN')), ('akhirnya', np.str_('ADV')), ('membuat', np.str_('VB')), ('beberapa', np.str_('DT')), ('perusahaan', np.str_('NN')), ('memilih', np.str_('VB')), ('mundur', np.str_('VB')), ('dari', np.str_('IN')), ('rencana', np.str_('NN')), ('investasi', np.str_('NN')), ('.', 'SYM')]"
2155,Di sisi lain program hilirisasi industri Prabowo terutama di sektor mineral dan energi berpotensi menjadi magnet investasi besar.,"[('Di', np.str_('IN')), ('sisi', np.str_('NN')), ('lain', np.str_('JJ')), ('program', np.str_('NN')), ('hilirisasi', np.str_('NN')), ('industri', np.str_('NN')), ('Prabowo', np.str_('NNP')), ('terutama', np.str_('JJ')), ('di', np.str_('IN')), ('sektor', np.str_('NN')), ('mineral', np.str_('NN')), ('dan', np.str_('CC')), ('energi', np.str_('NN')), ('berpotensi', np.str_('VB')), ('menjadi', np.str_('VB')), ('magnet', np.str_('NN')), ('investasi', np.str_('NN')), ('besar', np.str_('JJ')), ('.', 'SYM')]"
2156,Kunjungi KEK HIPS Delegasi China Jajaki Potensi Industri Halal Indonesia,"[('Kunjungi', np.str_('NN')), ('KEK', np.str_('NNP')), ('HIPS', np.str_('NNP')), ('Delegasi', np.str_('NNP')), ('China', np.str_('NNP')), ('Jajaki', np.str_('NNP')), ('Potensi', np.str_('NNP')), ('Industri', np.str_('NNP')), ('Halal', np.str_('NNP')), ('Indonesia', np.str_('NNP'))]"
2157,Sebanyak 50 pengusaha asal China yang tergabung dalam 28 perusahaan makanan dan minuman berskala internasional mengunjungi Kawasan Ekonomi Khusus KEK Industri Halal Sidoarjo HIPS Jawa Timur.,"[('Sebanyak', np.str_('NN')), ('50', np.str_('NUM')), ('pengusaha', np.str_('NN')), ('asal', np.str_('NN')), ('China', np.str_('NNP')), ('yang', np.str_('PR')), ('tergabung', np.str_('VB')), ('dalam', np.str_('IN')), ('28', np.str_('NUM')), ('perusahaan', np.str_('NN')), ('makanan', np.str_('NN')), ('dan', np.str_('CC')), ('minuman', np.str_('NN')), ('berskala', np.str_('VB')), ('internasional', np.str_('JJ')), ('mengunjungi', np.str_('VB')), ('Kawasan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Khusus', np.str_('NNP')), ('KEK', np.str_('NNP')), ('Industri', np.str_('NNP')), ('Halal', np.str_('NNP')), ('Sidoarjo', np.str_('NNP')), ('HIPS', np.str_('NNP')), ('Jawa', np.str_('NNP')), ('Timur', np.str_('NNP')), ('.', 'SYM')]"
2158,Kunjungan ini bertujuan untuk menjajaki potensi kerja sama dan investasi di sektor industri halal Indonesia yang semakin berkembang.,"[('Kunjungan', np.str_('NN')), ('ini', np.str_('DT')), ('bertujuan', np.str_('VB')), ('untuk', np.str_('SC')), ('menjajaki', np.str_('VB')), ('potensi', np.str_('NN')), ('kerja', np.str_('NN')), ('sama', np.str_('JJ')), ('dan', np.str_('CC')), ('investasi', np.str_('NN')), ('di', np.str_('IN')), ('sektor', np.str_('NN')), ('industri', np.str_('NN')), ('halal', np.str_('JJ')), ('Indonesia', np.str_('NNP')), ('yang', np.str_('PR')), ('semakin', np.str_('ADV')), ('berkembang', np.str_('VB')), ('.', 'SYM')]"
2159,Dalam kesempatan tersebut para delegasi menunjukkan minat besar terhadap sejumlah fasilitas yang ditawarkan KEK HIPS.,"[('Dalam', np.str_('IN')), ('kesempatan', np.str_('NN')), ('tersebut', np.str_('DT')), ('para', np.str_('DT')), ('delegasi', np.str_('NN')), ('menunjukkan', np.str_('VB')), ('minat', np.str_('NN')), ('besar', np.str_('JJ')), ('terhadap', np.str_('IN')), ('sejumlah', np.str_('NUM')), ('fasilitas', np.str_('NN')), ('yang', np.str_('PR')), ('ditawarkan', np.str_('VB')), ('KEK', np.str_('NNP')), ('HIPS', np.str_('NNP')), ('.', 'SYM')]"
2160,Mereka mengajukan berbagai pertanyaan terkait insentif tax holiday kemudahan cara memperoleh sertifikasi halal serta dukungan investasi di kawasan tersebut.,"[('Mereka', np.str_('PR')), ('mengajukan', np.str_('VB')), ('berbagai', np.str_('DT')), ('pertanyaan', np.str_('NN')), ('terkait', np.str_('VB')), ('insentif', np.str_('NN')), ('tax', np.str_('NN')), ('holiday', np.str_('FW')), ('kemudahan', np.str_('NN')), ('cara', np.str_('NN')), ('memperoleh', np.str_('VB')), ('sertifikasi', np.str_('NN')), ('halal', np.str_('JJ')), ('serta', np.str_('CC')), ('dukungan', np.str_('NN')), ('investasi', np.str_('NN')), ('di', np.str_('IN')), ('kawasan', np.str_('NN')), ('tersebut', np.str_('DT')), ('.', 'SYM')]"
2161,Direktur Utama PT Makmur Berkah Amanda Tbk MBA Adi Tedja Surya menjelaskan bahwa KEK Industri Halal Sidoarjo dirancang sebagai pusat unggulan industri halal nasional dengan total area 79665 hektare.,"[('Direktur', np.str_('NN')), ('Utama', np.str_('NNP')), ('PT', np.str_('NNP')), ('Makmur', np.str_('NNP')), ('Berkah', np.str_('NNP')), ('Amanda', np.str_('NNP')), ('Tbk', np.str_('NNP')), ('MBA', np.str_('NNP')), ('Adi', np.str_('NNP')), ('Tedja', np.str_('NNP')), ('Surya', np.str_('NNP')), ('menjelaskan', np.str_('VB')), ('bahwa', np.str_('SC')), ('KEK', np.str_('NNP')), ('Industri', np.str_('NNP')), ('Halal', np.str_('NNP')), ('Sidoarjo', np.str_('NNP')), ('dirancang', np.str_('VB')), ('sebagai', np.str_('IN')), ('pusat', np.str_('NN')), ('unggulan', np.str_('NN')), ('industri', np.str_('NN')), ('halal', np.str_('JJ')), ('nasional', np.str_('JJ')), ('dengan', np.str_('IN')), ('total', np.str_('NN')), ('area', np.str_('NN')), ('79665', np.str_('NUM')), ('hektare', np.str_('NN')), ('.', 'SYM')]"
2162,Dengan target investasi sebesar Rp 978 triliun hingga 2045 dan proyeksi penciptaan 317.670 lapangan kerja kawasan ini kami siapkan untuk menjadi ekosistem terintegrasi yang mendukung pengembangan industri halal jar Adi saat mendampingi delegasi China dalam rilis pers yang diterima Selasa 19/11/2024.,"[('Dengan', np.str_('IN')), ('target', np.str_('NN')), ('investasi', np.str_('NN')), ('sebesar', np.str_('NN')), ('Rp', np.str_('SYM')), ('978', np.str_('NUM')), ('triliun', np.str_('NUM')), ('hingga', np.str_('IN')), ('2045', np.str_('NUM')), ('dan', np.str_('CC')), ('proyeksi', np.str_('NN')), ('penciptaan', np.str_('NN')), ('317.670', np.str_('NUM')), ('lapangan', np.str_('NN')), ('kerja', np.str_('NN')), ('kawasan', np.str_('NN')), ('ini', np.str_('DT')), ('kami', np.str_('PR')), ('siapkan', np.str_('VB')), ('untuk', np.str_('SC')), ('menjadi', np.str_('VB')), ('ekosistem', np.str_('NN')), ('terintegrasi', np.str_('VB')), ('yang', np.str_('PR')), ('mendukung', np.str_('VB')), ('pengembangan', np.str_('NN')), ('industri', np.str_('NN')), ('halal', np.str_('JJ')), ('jar', np.str_('NN')), ('Adi', np.str_('NNP')), ('saat', np.str_('SC')), ('mendampingi', np.str_('VB')), ('delegasi', np.str_('NN')), ('China', np.str_('NNP')), ('dalam', np.str_('IN')), ('rilis', np.str_('VB')), ('pers', np.str_('NN')), ('yang', np.str_('PR')), ('diterima', np.str_('VB')), ('Selasa', np.str_('NNP')), ('19/11/2024', np.str_('NUM')), ('.', 'SYM')]"
2163,Menurut Adi Indonesia bercita-cita menjadi pusat halal dunia.,"[('Menurut', np.str_('IN')), ('Adi', np.str_('NNP')), ('Indonesia', np.str_('NNP')), ('bercita-cita', np.str_('VB')), ('menjadi', np.str_('VB')), ('pusat', np.str_('NN')), ('halal', np.str_('JJ')), ('dunia', np.str_('NN')), ('.', 'SYM')]"
2164,Konsumsi produk halal di Indonesia saat ini mencapai lebih dari 10 persen dari total produk halal global meskipun kontribusi sebagai produsen masih perlu ditingkatkan.,"[('Konsumsi', np.str_('NN')), ('produk', np.str_('NN')), ('halal', np.str_('JJ')), ('di', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('saat', np.str_('SC')), ('ini', np.str_('PR')), ('mencapai', np.str_('VB')), ('lebih', np.str_('JJ')), ('dari', np.str_('IN')), ('10', np.str_('NUM')), ('persen', np.str_('NUM')), ('dari', np.str_('IN')), ('total', np.str_('NN')), ('produk', np.str_('NN')), ('halal', np.str_('JJ')), ('global', np.str_('JJ')), ('meskipun', np.str_('SC')), ('kontribusi', np.str_('NN')), ('sebagai', np.str_('IN')), ('produsen', np.str_('NN')), ('masih', np.str_('ADV')), ('perlu', np.str_('ADV')), ('ditingkatkan', np.str_('VB')), ('.', 'SYM')]"
2165,KEK HIPS adalah langkah konkret untuk mendukung Indonesia menjadi global halal hub.,"[('KEK', np.str_('NNP')), ('HIPS', np.str_('NNP')), ('adalah', np.str_('ADV')), ('langkah', np.str_('NN')), ('konkret', np.str_('JJ')), ('untuk', np.str_('SC')), ('mendukung', np.str_('VB')), ('Indonesia', np.str_('NNP')), ('menjadi', np.str_('VB')), ('global', np.str_('JJ')), ('halal', np.str_('JJ')), ('hub', np.str_('NN')), ('.', 'SYM')]"
2166,Lokasinya strategis terhubung dengan berbagai proyek nasional seperti Ibu Kota Nusantara IKN serta menawarkan peluang besar di sektor hilirisasi logistik dan perdagangan jelasnya.,"[('Lokasi', np.str_('NN')), ('nya', np.str_('PR')), ('strategis', np.str_('JJ')), ('terhubung', np.str_('VB')), ('dengan', np.str_('IN')), ('berbagai', np.str_('DT')), ('proyek', np.str_('NN')), ('nasional', np.str_('JJ')), ('seperti', np.str_('IN')), ('Ibu', np.str_('NN')), ('Kota', np.str_('NNP')), ('Nusantara', np.str_('NNP')), ('IKN', np.str_('NNP')), ('serta', np.str_('CC')), ('menawarkan', np.str_('VB')), ('peluang', np.str_('NN')), ('besar', np.str_('JJ')), ('di', np.str_('IN')), ('sektor', np.str_('NN')), ('hilirisasi', np.str_('NN')), ('logistik', np.str_('JJ')), ('dan', np.str_('CC')), ('perdagangan', np.str_('NN')), ('jelas', np.str_('JJ')), ('nya', np.str_('PR')), ('.', 'SYM')]"
2167,Adi juga menekankan pentingnya kolaborasi antara pemerintah dan pelaku usaha untuk mempercepat pertumbuhan ekonomi khususnya di kawasan timur Indonesia.,"[('Adi', np.str_('NNP')), ('juga', np.str_('ADV')), ('menekankan', np.str_('VB')), ('penting', np.str_('JJ')), ('nya', np.str_('DT')), ('kolaborasi', np.str_('NN')), ('antara', np.str_('IN')), ('pemerintah', np.str_('NN')), ('dan', np.str_('CC')), ('pelaku', np.str_('NN')), ('usaha', np.str_('NN')), ('untuk', np.str_('SC')), ('mempercepat', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('khususnya', np.str_('ADV')), ('di', np.str_('IN')), ('kawasan', np.str_('NN')), ('timur', np.str_('NN')), ('Indonesia', np.str_('NNP')), ('.', 'SYM')]"
2168,Semangat ini sejalan dengan visi Presiden Prabowo dan Menko Perekonomian Airlangga Hartarto untuk meningkatkan pertumbuhan ekonomi nasional hingga 8 persen pada 2025 tambahnya.,"[('Semangat', np.str_('NN')), ('ini', np.str_('DT')), ('sejalan', np.str_('JJ')), ('dengan', np.str_('IN')), ('visi', np.str_('NN')), ('Presiden', np.str_('NNP')), ('Prabowo', np.str_('NNP')), ('dan', np.str_('CC')), ('Menko', np.str_('NNP')), ('Perekonomian', np.str_('NNP')), ('Airlangga', np.str_('NNP')), ('Hartarto', np.str_('NNP')), ('untuk', np.str_('SC')), ('meningkatkan', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('nasional', np.str_('JJ')), ('hingga', np.str_('IN')), ('8', np.str_('NUM')), ('persen', np.str_('NUM')), ('pada', np.str_('IN')), ('2025', np.str_('NUM')), ('tambah', np.str_('VB')), ('nya', np.str_('PR')), ('.', 'SYM')]"
2169,Dengan potensi besar yang dimiliki KEK Industri Halal Sidoarjo diharapkan menjadi ekosistem yang mendukung semua proses mulai dari produksi pengolahan hingga distribusi produk halal secara menyeluruh.,"[('Dengan', np.str_('IN')), ('potensi', np.str_('NN')), ('besar', np.str_('JJ')), ('yang', np.str_('PR')), ('dimiliki', np.str_('VB')), ('KEK', np.str_('NNP')), ('Industri', np.str_('NNP')), ('Halal', np.str_('NNP')), ('Sidoarjo', np.str_('NNP')), ('diharapkan', np.str_('VB')), ('menjadi', np.str_('VB')), ('ekosistem', np.str_('NN')), ('yang', np.str_('PR')), ('mendukung', np.str_('VB')), ('semua', np.str_('DT')), ('proses', np.str_('NN')), ('mulai', np.str_('VB')), ('dari', np.str_('IN')), ('produksi', np.str_('NN')), ('pengolahan', np.str_('NN')), ('hingga', np.str_('IN')), ('distribusi', np.str_('NN')), ('produk', np.str_('NN')), ('halal', np.str_('JJ')), ('secara', np.str_('IN')), ('menyeluruh', np.str_('JJ')), ('.', 'SYM')]"
2170,Ini Profil 8 Anggota Dewan Ekonomi Nasional yang Dipimpin Luhut Pandjaitan,"[('Ini', np.str_('PR')), ('Profil', np.str_('NNP')), ('8', np.str_('NUM')), ('Anggota', np.str_('NNP')), ('Dewan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Nasional', np.str_('NNP')), ('yang', np.str_('PR')), ('Dipimpin', np.str_('NNP')), ('Luhut', np.str_('NNP')), ('Pandjaitan', np.str_('NNP'))]"
2171,Presiden Prabowo Subianto baru saja melantik Mari Elka Pangestu sebagai Wakil Ketua Dewan Ekonomi Nasional di Istana Negara Jakarta Selasa 5/11/2024.,"[('Presiden', np.str_('NN')), ('Prabowo', np.str_('NNP')), ('Subianto', np.str_('NNP')), ('baru', np.str_('JJ')), ('saja', np.str_('ADV')), ('melantik', np.str_('VB')), ('Mari', np.str_('NNP')), ('Elka', np.str_('NNP')), ('Pangestu', np.str_('NNP')), ('sebagai', np.str_('IN')), ('Wakil', np.str_('NNP')), ('Ketua', np.str_('NNP')), ('Dewan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Nasional', np.str_('NNP')), ('di', np.str_('IN')), ('Istana', np.str_('NNP')), ('Negara', np.str_('NNP')), ('Jakarta', np.str_('NNP')), ('Selasa', np.str_('NNP')), ('5/11/2024', np.str_('NUM')), ('.', 'SYM')]"
2172,Selain Mari Elka ada enam anggota Dewan Ekonomi Nasional yang juga dilantik Prabowo.,"[('Selain', np.str_('CC')), ('Mari', np.str_('VB')), ('Elka', np.str_('NNP')), ('ada', np.str_('VB')), ('enam', np.str_('NUM')), ('anggota', np.str_('NN')), ('Dewan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Nasional', np.str_('NNP')), ('yang', np.str_('PR')), ('juga', np.str_('ADV')), ('dilantik', np.str_('VB')), ('Prabowo', np.str_('NNP')), ('.', 'SYM')]"
2173,Pelantikan tersebut melengkapi kepengurusan Dewan Ekonomi Nasional yang sebelumnya baru diisi oleh Luhut Binsar Pandjaitan sebagai ketua.,"[('Pelantikan', np.str_('NN')), ('tersebut', np.str_('DT')), ('melengkapi', np.str_('VB')), ('kepengurusan', np.str_('NN')), ('Dewan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Nasional', np.str_('NNP')), ('yang', np.str_('PR')), ('sebelumnya', np.str_('ADV')), ('baru', np.str_('JJ')), ('diisi', np.str_('VB')), ('oleh', np.str_('IN')), ('Luhut', np.str_('NNP')), ('Binsar', np.str_('NNP')), ('Pandjaitan', np.str_('NNP')), ('sebagai', np.str_('IN')), ('ketua', np.str_('NN')), ('.', 'SYM')]"
2174,Berikut ini profil delapan orang anggota Dewan Ekonomi Nasional mulai dari ketua wakil ketua hingga anggotanya.,"[('Berikut', np.str_('VB')), ('ini', np.str_('PR')), ('profil', np.str_('NN')), ('delapan', np.str_('NUM')), ('orang', np.str_('NN')), ('anggota', np.str_('NN')), ('Dewan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Nasional', np.str_('NNP')), ('mulai', np.str_('VB')), ('dari', np.str_('IN')), ('ketua', np.str_('NN')), ('wakil', np.str_('NN')), ('ketua', np.str_('NN')), ('hingga', np.str_('IN')), ('anggota', np.str_('NN')), ('nya', np.str_('PR')), ('.', 'SYM')]"
2175,Luhut Binsar Pandjaitan Ketua,"[('Luhut', np.str_('NNP')), ('Binsar', np.str_('NNP')), ('Pandjaitan', np.str_('NNP')), ('Ketua', np.str_('NNP'))]"
2176,Luhut Binsar Pandjaitan merupakan pensiunan militer yang kemudian aktif di pemerintahan.,"[('Luhut', np.str_('NNP')), ('Binsar', np.str_('NNP')), ('Pandjaitan', np.str_('NNP')), ('merupakan', np.str_('VB')), ('pensiunan', np.str_('NN')), ('militer', np.str_('NN')), ('yang', np.str_('PR')), ('kemudian', np.str_('ADV')), ('aktif', np.str_('JJ')), ('di', np.str_('IN')), ('pemerintahan', np.str_('NN')), ('.', 'SYM')]"
2177,Setelah karier militernya selesai Luhut menjabat sebagai Duta Besar RI untuk Singapura pada 1999-2000.,"[('Setelah', np.str_('SC')), ('karier', np.str_('NN')), ('militer', np.str_('NN')), ('nya', np.str_('PR')), ('selesai', np.str_('VB')), ('Luhut', np.str_('NNP')), ('menjabat', np.str_('VB')), ('sebagai', np.str_('IN')), ('Duta', np.str_('NNP')), ('Besar', np.str_('NNP')), ('RI', np.str_('NNP')), ('untuk', np.str_('IN')), ('Singapura', np.str_('NNP')), ('pada', np.str_('IN')), ('1999-2000', np.str_('NUM')), ('.', 'SYM')]"
2178,Kemudian menjadi Menteri Perindustrian dan Perdagangan RI pada 2000-2001.,"[('Kemudian', np.str_('CC')), ('menjadi', np.str_('VB')), ('Menteri', np.str_('NNP')), ('Perindustrian', np.str_('NNP')), ('dan', np.str_('CC')), ('Perdagangan', np.str_('NNP')), ('RI', np.str_('NNP')), ('pada', np.str_('IN')), ('2000-2001', np.str_('NUM')), ('.', 'SYM')]"
2179,Luhut juga menjadi menteri dalam dua periode pemerintahan Presiden ke-7 RI Joko Widodo.,"[('Luhut', np.str_('NNP')), ('juga', np.str_('ADV')), ('menjadi', np.str_('VB')), ('menteri', np.str_('NN')), ('dalam', np.str_('IN')), ('dua', np.str_('NUM')), ('periode', np.str_('NN')), ('pemerintahan', np.str_('NN')), ('Presiden', np.str_('NNP')), ('ke-7', np.str_('JJ')), ('RI', np.str_('NNP')), ('Joko', np.str_('NNP')), ('Widodo', np.str_('NNP')), ('.', 'SYM')]"
2180,Yakni sebagai Menko Polhukam pada 2015-2016 lalu berlanjut sebagai Menko Kemaritiman dan Investasi pada 2016-2019.,"[('Yakni', np.str_('SC')), ('sebagai', np.str_('IN')), ('Menko', np.str_('NNP')), ('Polhukam', np.str_('NNP')), ('pada', np.str_('IN')), ('2015-2016', np.str_('NUM')), ('lalu', np.str_('ADV')), ('berlanjut', np.str_('VB')), ('sebagai', np.str_('IN')), ('Menko', np.str_('NNP')), ('Kemaritiman', np.str_('NNP')), ('dan', np.str_('CC')), ('Investasi', np.str_('NNP')), ('pada', np.str_('IN')), ('2016-2019', np.str_('NUM')), ('.', 'SYM')]"
2181,Jabatan sebagai Menko Kemaritiman dan Investasi berlanjut hingga 2024 setelah Presiden Joko Widodo kembali menunjuknya untuk posisi yang sama di periode kedua pemerintahannya.,"[('Jabatan', np.str_('NN')), ('sebagai', np.str_('IN')), ('Menko', np.str_('NNP')), ('Kemaritiman', np.str_('NNP')), ('dan', np.str_('CC')), ('Investasi', np.str_('NNP')), ('berlanjut', np.str_('VB')), ('hingga', np.str_('IN')), ('2024', np.str_('NUM')), ('setelah', np.str_('SC')), ('Presiden', np.str_('NNP')), ('Joko', np.str_('NNP')), ('Widodo', np.str_('NNP')), ('kembali', np.str_('VB')), ('menunjuk', np.str_('VB')), ('nya', np.str_('DT')), ('untuk', np.str_('IN')), ('posisi', np.str_('NN')), ('yang', np.str_('PR')), ('sama', np.str_('JJ')), ('di', np.str_('IN')), ('periode', np.str_('NN')), ('kedua', np.str_('JJ')), ('pemerintahan', np.str_('NN')), ('nya', np.str_('PR')), ('.', 'SYM')]"
2182,Mari Elka Pangestu Wakil Ketua,"[('Mari', np.str_('VB')), ('Elka', np.str_('NNP')), ('Pangestu', np.str_('NNP')), ('Wakil', np.str_('NNP')), ('Ketua', np.str_('NNP'))]"
2183,Mari Elka Pangestu merupakan Menteri Perdagangan Mendag di era Presiden ke-6 RI Susilo Bambang Yudhoyono SBY yang menjabat pada 2004-2011 atau pada saat periode pertama hingga kedua pemerintahan Presiden SBY.,"[('Mari', np.str_('VB')), ('Elka', np.str_('NNP')), ('Pangestu', np.str_('NNP')), ('merupakan', np.str_('VB')), ('Menteri', np.str_('NNP')), ('Perdagangan', np.str_('NNP')), ('Mendag', np.str_('NNP')), ('di', np.str_('IN')), ('era', np.str_('NN')), ('Presiden', np.str_('NNP')), ('ke-6', np.str_('JJ')), ('RI', np.str_('NNP')), ('Susilo', np.str_('NNP')), ('Bambang', np.str_('NNP')), ('Yudhoyono', np.str_('NNP')), ('SBY', np.str_('NNP')), ('yang', np.str_('PR')), ('menjabat', np.str_('VB')), ('pada', np.str_('IN')), ('2004-2011', np.str_('NUM')), ('atau', np.str_('CC')), ('pada', np.str_('IN')), ('saat', np.str_('SC')), ('periode', np.str_('NN')), ('pertama', np.str_('JJ')), ('hingga', np.str_('IN')), ('kedua', np.str_('JJ')), ('pemerintahan', np.str_('NN')), ('Presiden', np.str_('NNP')), ('SBY', np.str_('NNP')), ('.', 'SYM')]"
2184,Kemudian ia juga pernah ditugaskan oleh SBY menjadi Menteri Koperasi dan Usaha Kecil Menengah sementara pada 2008-2009.,"[('Kemudian', np.str_('CC')), ('ia', np.str_('PR')), ('juga', np.str_('ADV')), ('pernah', np.str_('ADV')), ('ditugaskan', np.str_('VB')), ('oleh', np.str_('IN')), ('SBY', np.str_('NNP')), ('menjadi', np.str_('VB')), ('Menteri', np.str_('NNP')), ('Koperasi', np.str_('NNP')), ('dan', np.str_('CC')), ('Usaha', np.str_('NNP')), ('Kecil', np.str_('NNP')), ('Menengah', np.str_('NNP')), ('sementara', np.str_('CC')), ('pada', np.str_('IN')), ('2008-2009', np.str_('NUM')), ('.', 'SYM')]"
2185,Selain itu pada 2011-2014 Mari diberi tugas oleh SBY menjadi Menteri Pariwisata dan Ekonomi Kreatif.,"[('Selain', np.str_('CC')), ('itu', np.str_('PR')), ('pada', np.str_('IN')), ('2011-2014', np.str_('NUM')), ('Mari', np.str_('NNP')), ('diberi', np.str_('VB')), ('tugas', np.str_('NN')), ('oleh', np.str_('IN')), ('SBY', np.str_('NNP')), ('menjadi', np.str_('VB')), ('Menteri', np.str_('NNP')), ('Pariwisata', np.str_('NNP')), ('dan', np.str_('CC')), ('Ekonomi', np.str_('NNP')), ('Kreatif', np.str_('NNP')), ('.', 'SYM')]"
2186,Sebelum menjadi menteri Mari merupakan pernah bekerja di Centre for Strategic and International Studies CSIS di Jakarta.,"[('Sebelum', np.str_('SC')), ('menjadi', np.str_('VB')), ('menteri', np.str_('NN')), ('Mari', np.str_('NNP')), ('merupakan', np.str_('VB')), ('pernah', np.str_('ADV')), ('bekerja', np.str_('VB')), ('di', np.str_('IN')), ('Centre', np.str_('NNP')), ('for', np.str_('NNP')), ('Strategic', np.str_('NNP')), ('and', np.str_('NNP')), ('International', np.str_('NNP')), ('Studies', np.str_('NNP')), ('CSIS', np.str_('NNP')), ('di', np.str_('IN')), ('Jakarta', np.str_('NNP')), ('.', 'SYM')]"
2187,Ia pun tercatat sebagai Guru Besar Ekonomi Internasional di Fakultas Ekonomi Universitas Indonesia FE UI.,"[('Ia', np.str_('PR')), ('pun', np.str_('RP')), ('tercatat', np.str_('VB')), ('sebagai', np.str_('IN')), ('Guru', np.str_('NNP')), ('Besar', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Internasional', np.str_('NNP')), ('di', np.str_('IN')), ('Fakultas', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Universitas', np.str_('NNP')), ('Indonesia', np.str_('NNP')), ('FE', np.str_('NNP')), ('UI', np.str_('NNP')), ('.', 'SYM')]"
2188,Chatib Basri Anggota,"[('Chatib', np.str_('NNP')), ('Basri', np.str_('NNP')), ('Anggota', np.str_('NNP'))]"
2189,Muhammad Chatib Basri merupakan ekonom peneliti dan dosen yang sempat menduduki sejumlah jabatan di era pemerintahan Presiden SBY.,"[('Muhammad', np.str_('NNP')), ('Chatib', np.str_('NNP')), ('Basri', np.str_('NNP')), ('merupakan', np.str_('VB')), ('ekonom', np.str_('NN')), ('peneliti', np.str_('NN')), ('dan', np.str_('CC')), ('dosen', np.str_('NN')), ('yang', np.str_('PR')), ('sempat', np.str_('ADV')), ('menduduki', np.str_('VB')), ('sejumlah', np.str_('NUM')), ('jabatan', np.str_('NN')), ('di', np.str_('IN')), ('era', np.str_('NN')), ('pemerintahan', np.str_('NN')), ('Presiden', np.str_('NNP')), ('SBY', np.str_('NNP')), ('.', 'SYM')]"
2190,Pada 2012 hingga 2013 Chatib Basri menjadi Kepala Badan Koordinasi Penanaman Modal.,"[('Pada', np.str_('IN')), ('2012', np.str_('NUM')), ('hingga', np.str_('IN')), ('2013', np.str_('NUM')), ('Chatib', np.str_('NNP')), ('Basri', np.str_('NNP')), ('menjadi', np.str_('VB')), ('Kepala', np.str_('NNP')), ('Badan', np.str_('NNP')), ('Koordinasi', np.str_('NNP')), ('Penanaman', np.str_('NNP')), ('Modal', np.str_('NNP')), ('.', 'SYM')]"
2191,Kemudian pada 2013 hingga 2014 ia pernah menjabat sebagai Menteri Keuangan Menkeu.,"[('Kemudian', np.str_('CC')), ('pada', np.str_('IN')), ('2013', np.str_('NUM')), ('hingga', np.str_('IN')), ('2014', np.str_('NUM')), ('ia', np.str_('PR')), ('pernah', np.str_('ADV')), ('menjabat', np.str_('VB')), ('sebagai', np.str_('IN')), ('Menteri', np.str_('NNP')), ('Keuangan', np.str_('NNP')), ('Menkeu', np.str_('NNP')), ('.', 'SYM')]"
2192,Chatib juga diketahui pernah menjadi anggota Dewan Komisaris sejumlah perusahaan publik.,"[('Chatib', np.str_('NNP')), ('juga', np.str_('ADV')), ('diketahui', np.str_('VB')), ('pernah', np.str_('ADV')), ('menjadi', np.str_('VB')), ('anggota', np.str_('NN')), ('Dewan', np.str_('NNP')), ('Komisaris', np.str_('NNP')), ('sejumlah', np.str_('NUM')), ('perusahaan', np.str_('NN')), ('publik', np.str_('NN')), ('.', 'SYM')]"
2193,Antara lain di PT AstRa International dan PT Indika Energy.,"[('Antara', np.str_('IN')), ('lain', np.str_('JJ')), ('di', np.str_('IN')), ('PT', np.str_('NNP')), ('AstRa', np.str_('NNP')), ('International', np.str_('NNP')), ('dan', np.str_('CC')), ('PT', np.str_('NNP')), ('Indika', np.str_('NNP')), ('Energy', np.str_('NNP')), ('.', 'SYM')]"
