,tokens,ner_tags
1852,"['Nasabah', 'tinggal', 'memasukkan', 'kode', 'OTP', 'dan', 'transaksi', 'berhasil']","[0, 0, 0, 1, 0, 0, 0, 19]"
2220,"['Sayangnya', 'hasil', 'riset', 'Kementerian', 'Perencanaan', 'Pembangunan', 'Nasional', 'Badan', 'Perencanaan', 'Pembangunan', 'Nasional', 'PPN', 'Bappenas', 'Indonesia', 'kehilangan', '23-48', 'juta', 'ton', 'makanan', 'yang', 'terbuang', 'food', 'loss', 'and', 'waste', 'FLW', 'per', 'tahun', 'sejak', '2000-2019']","[0, 0, 11, 11, 2, 2, 2, 11, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
2457,"['Optimisme', 'itu', 'selaras', 'dengan', 'prospek', 'ekspor', 'yang', 'tetap', 'positif', 'serta', 'neraca', 'transaksi', 'modal', 'dan', 'finansial', 'yang', 'diprakirakan', 'tetap', 'mencatatkan', 'surplus', 'sejalan', 'dengan', 'persepsi', 'positif', 'investor', 'terhadap', 'prospek', 'perekonomian', 'nasional', 'dan', 'imbal', 'hasil', 'investasi', 'yang', 'menarik', 'mendukung', 'tetap', 'terjaga', 'nya', 'ketahanan', 'eksternal']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0]"
2105,"['Dilansir', 'pemberitaan', 'Kompas.id', 'secara', 'perinci', 'total', 'nilai', 'investasi', 'yang', 'diteken', 'oleh', 'kedua', 'belah', 'pihak', 'sebesar', '10,07', 'miliar', 'dollar', 'AS', 'atau', 'setara', 'dengan', 'Rp', '157,64', 'triliun']","[0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
133,"['Ini', 'menjadikan', 'e-commerce', 'sebagai', 'sektor', 'dengan', 'kontributor', 'terbesar', 'bagi', 'ekonomi', 'digital', 'Indonesia', 'kata', 'Veronica']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1140,"['Selain', 'kursus', 'keterampilan', 'Luthfi', 'juga', 'akan', 'memberi', 'fasilitas', 'akses', 'pada', 'kegiatan', 'kreatif', 'dan', 'pembinaan', 'dari', 'dinas', 'terkait', 'termasuk', 'fasilitas', 'berupa', 'kopi', 'dan', 'internet', 'gratis', 'di', 'tingkat', 'kecamatan']","[0, 18, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16]"
933,"['Kita', 'semua', 'berkepentingan', 'menjaga', 'lapangan', 'kerja', 'agar', 'tidak', 'diserang', 'oleh', 'produk', 'selundupan', 'tutur', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
928,"['Wakil', 'Menteri', 'Ketenagakerjaan', 'Wamenaker', 'Immanuel', 'Ebenezer', 'Gerungan', 'menjelaskan', 'bahwa', 'keberadaan', 'desk', 'tersebut', 'sangat', 'penting', 'untuk', 'menjaga', 'keberlangsungan', 'lapangan', 'kerja', 'yang', 'telah', 'dibangun', 'dengan', 'susah', 'payah', 'oleh', 'pekerja', 'Indonesia']","[11, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
823,"['Lembaga-lembaga', 'keuangan', 'di', 'Amerika', 'termasuk', 'pemerintahan', 'Amerika', 'sendiri', 'sangat', 'bergantung', 'kepada', 'pembeli', 'surat', 'utang', 'dari', 'seluruh', 'dunia', 'karena', 'likuiditas', 'keuangan', 'di', 'dalam', 'negeri', 'yang', 'berasal', 'dari', 'tabungan', 'masyarakat', 'sangat', 'terbatas']","[0, 0, 0, 3, 0, 11, 2, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1531,"['Bank', 'Indonesia', 'BI', 'mempertahankan', 'BI', '7-day', 'Reverse', 'Repo', 'Rate', 'sebesar', '6', '%', 'pada', 'Rapat', 'Dewan', 'Gubernur', 'RDG', 'BI', 'yang', 'diselenggarakan', 'pada', '19-20', 'November', '2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
1214,"['Sebagai', 'langkah', 'konkret', 'Dradjad', 'mengusulkan', 'agar', 'setiap', 'kementerian', 'dan', 'lembaga', 'K', 'L', 'diberi', 'key', 'performance', 'indicator', 'KPI', 'yang', 'mengukur', 'kemudahan', 'berusaha', 'ease', 'of', 'doing', 'business']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
504,"['Kenaikan', 'anggaran', 'seperti', 'mengikuti', 'deret', 'ukur', 'sedangkan', 'penurunan', 'angka', 'ketimpangan', 'seolah-olah', 'mengikuti', 'pola', 'deret', 'hitung', 'atau', 'mungkin', 'lebih', 'lambat', 'dari', 'deret', 'hitung']","[0, 0, 0, 0, 0, 0, 0, 12, 16, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2769,"['Menurut', 'nya', 'inflasi', 'yang', 'relatif', 'terkendali', 'ini', 'mencerminkan', 'keberhasilan', 'kerja', 'sama', 'antara', 'pemerintah', 'pusat', 'dan', 'pemerintah', 'daerah', 'pemda', 'dalam', 'mengendalikan', 'inflasi', 'secara', 'efektif']","[0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 0, 11, 2, 2, 0, 0, 12, 0, 0]"
1996,"['Untuk', 'itu', 'Komaidi', 'menilai', 'perlu', 'optimalisasi', 'produksi', 'migas', 'domestik', 'melalui', 'eksplorasi', 'dan', 'peningkatan', 'kapasitas', 'lapangan', 'yang', 'ada', 'sehingga', 'ketahanan', 'energi', 'nasional', 'dapat', 'lebih', 'kuat']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1958,"['PNBP', 'yang', 'disumbangkan', 'Ditjen', 'PKRL', 'mampu', 'melonjak', 'hingga', '600', '%', 'berkat', 'transformasi', 'kinerja', 'penataan', 'ruang', 'laut', 'kara', 'Trenggono']","[12, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
1384,"['Nah', 'bagi', 'Indonesia', 'tentu', 'kelas', 'menengah', 'yang', 'turun', 'akan', 'mengurangi', 'demand', 'terhadap', 'produk-produk', 'Indonesia', 'ucap', 'nya']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
894,"['Itu', 'yang', 'sampai', 'saat', 'ini', 'belum', 'dilakukan', 'tambah', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
828,"['Bahkan', 'justru', 'akan', 'menguras', 'tabungan', 'publik', 'jika', 'realisasi', 'nya', 'didominasi', 'produk', 'dan', 'jasa', 'dari', 'luar', 'negeri', 'yang', 'membuat', 'potensi', 'profit', 'perusahaan', 'domestik', 'lari', 'keluar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2729,"['Sementara', 'itu', 'tingkat', 'imbal', 'hasil', 'yield', 'SBN', 'tenor', '10', 'tahun', 'naik', 'ke', 'level', '6,75', '%', 'sedangkan', 'yield', 'surat', 'utang', 'AS', 'atau', 'US', 'Treasury', '10', 'tahun', 'turun', 'ke', 'level', '4,326', '%']","[0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
1683,"['Hal', 'itu', 'searah', 'dengan', 'visi', 'Asta', 'Cita', 'dari', 'Presiden', 'Prabowo', 'Subianto', 'yang', 'ingin', 'menuju', 'swasembada', 'energi', 'berkelanjutan', 'di', 'Tanah', 'Air']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2406,"['Dalam', 'pembicaraan', 'bilateral', 'banyak', 'hal', 'yang', 'diharapkan', 'kerja', 'sama', 'yang', 'akan', 'dilanjutkan', 'salah', 'satu', 'nya', 'terkait', 'dengan', 'pengembangan', 'di', 'sektor', 'blue', 'economy', 'ekonomi', 'biru', 'yaitu', 'pendalaman', 'dalam', 'sektor', 'yang', 'berbasis', 'maritim', 'mulai', 'dari', 'energi', 'sampai', 'tentu', 'di', 'sektor', 'fisheries', 'perikanan', 'kata', 'Airlangga', 'sebagaimana', 'dilansir', 'Antara', 'Minggu', '10/11/2024']","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 5, 17]"
2390,"['Angka', 'ini', 'melambat', 'dibandingkan', 'pertumbuhan', 'ekonomi', 'Kuartal', 'I', 'dan', 'II', 'yang', 'tumbuh', '5,11', '%', 'dan', '5,05', '%']","[0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 22]"
2350,"['Bahkan', 'imbas', 'nya', 'diprediksi', 'cukup', 'signifikan']","[0, 0, 0, 0, 0, 0]"
652,"['Sementara', 'inflasi', 'kami', 'proyeksikan', 'rata-rata', '2,6', '%', 'di', 'tahun', 'depan', 'naik', 'dari', '2,3', '%', 'di', '2024', 'ini']","[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
172,"['Secara', 'keseluruhan', 'Josua', 'memperkirakan', 'pertumbuhan', 'ekonomi', 'sepanjang', '2024', 'akan', 'berkisar', '5,04', '%', 'secara', 'tahunan', 'atau', 'sedikit', 'melambat', 'dari', 'tahun', '2023', 'yang', 'tercatat', '5,05', '%', 'secara', 'tahunan']","[0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
38,"['Arifah', 'berujar', 'pemerintah', 'menyadari', 'bahwa', 'nelayan', 'petani', 'dan', 'UMKM', 'terutama', 'yang', 'dikelola', 'perempuan', 'adalah', 'tulang', 'punggung', 'ekonomi', 'rakyat']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]"
2675,"['Eko', 'bilang', 'dengan', 'diterapkan', 'nya', 'kenaikan', 'PPN', 'dari', '11', '%', 'menjadi', '12', '%', 'para', 'pengusaha', 'akan', 'bersiap-siap', 'menetapkan', 'target', 'omzet', 'yang', 'moderat', 'agar', 'lebih', 'realistis']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
713,"['Mereka', 'khawatir', 'langkah', 'Trump', 'akan', 'menyebabkan', 'kerugian', 'besar', 'bagi', 'ekonomi', 'AS']","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3]"
90,"['Menteri', 'Koordinator', 'Bidang', 'Politik', 'dan', 'Keamanan', 'Menko', 'Polkam', 'Budi', 'Gunawan', 'mengungkapkan', 'bahwa', 'diperkirakan', 'pada', '2024', 'sebanyak', '8,8', 'juta', 'orang', 'di', 'Indonesia', 'akan', 'terlibat', 'dalam', 'judi', 'online']","[11, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
2761,"['Saat', 'ini', 'pihak', 'nya', 'telah', 'memblokir', '5,1', 'juta', 'situs', 'judi', 'online', 'menggunakan', 'teknologi', 'kecerdasan', 'buatan', 'AI']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
1205,"['Untuk', 'diketahui', 'dalam', 'acara', 'tersebut', 'juga', 'menghadirkan', 'pembicara', 'lain', 'di', 'antaranya', 'ekonom', 'senior', 'Institute', 'for', 'Development', 'of', 'Economics', 'and', 'Finance', 'Indef', 'Dradjad', 'Wibowo', 'partner', 'East', 'Ventures', 'Melisa', 'Irene', 'dan', 'partner', 'Skystar', 'Capital', 'Edward', 'Gunawan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
2417,"['Indonesia', 'pun', 'sedang', 'dalam', 'proses', 'untuk', 'masuk', 'ke', 'keanggotaan', 'Organisation', 'for', 'Economic', 'Co-operation', 'and', 'Development', 'OECD', 'yang', 'menjadi', 'salah', 'satu', 'panggung', 'ekonomi', 'AS']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
1827,"['Memiliki', 'rencana', 'bisnis', 'komprehensif', 'menjadi', 'bukti', 'bahwa', 'sebuah', 'startup', 'memperhatikan', 'setiap', 'aspek', 'pada', 'bisnis', 'mereka']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1155,"['Untuk', 'responden', 'kelas', 'atas', '33,6', '%', 'memilih', 'Pramono-Rano', '30,2', '%', 'memilih', 'RK-Suswono', '6', '%', 'memilih', 'Dharma-Kun', 'dan', '30,2', '%', 'tidak', 'memilih']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
1324,"['Nah', 'setelah', 'kita', 'sampai', 'pada', 'kesimpulan', 'human', 'capital', 'lalu', 'apa', 'basis', 'yang', 'harus', 'kita', 'kerjakan', 'untuk', 'meningkatkan', 'kualitas', 'human', 'capital', 'tersebut', 'Ternyata', 'faktor', 'pangan', 'baik', 'ketersediaan', 'nya', 'maupun', 'kualitas', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
216,"['Jika', 'kita', 'ingin', 'pertumbuhan', 'ekonomi', 'naik', 'sesuai', 'target', 'dari', 'Pak', 'Presiden', 'kunci', 'nya', 'adalah', 'kebijakan', 'yang', 'langsung', 'menyentuh', 'masyarakat', 'dan', 'juga', 'anggaran', 'yang', 'tepat', 'sasaran', 'ungkap', 'Gibran', 'dilansir', 'siaran', 'YouTube', 'resmi', 'Kementerian', 'Dalam', 'Negeri']","[0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
510,"['Di', 'balik', 'ketegasan', 'sikap', 'dan', 'retorika', 'patriotik', 'Trump', 'tersembunyi', 'ancaman', 'yang', 'tak', 'hanya', 'berisiko', 'mengguncang', 'pasar', 'tetapi', 'juga', 'mengubah', 'tatanan', 'ekonomi', 'dunia', 'yang', 'telah', 'terbentuk', 'selama', 'puluhan', 'tahun']","[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1680,"['Khususnya', 'peran', 'anak', 'muda', 'sebagai', 'kunci']","[0, 0, 0, 0, 0, 0]"
499,"['Masalah', 'distribusi', 'pendapatan', 'dan', 'pertumbuhan', 'ekonomi', 'menjadi', 'salah', 'satu', 'pekerjaan', 'rumah', 'yang', 'belum', 'terselesaikan', 'secara', 'tuntas', 'hingga', 'saat', 'ini']","[0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2731,"['CEK', 'FAKTA', 'Suswono', 'Sebut', 'Kerugian', 'Ekonomi', 'akibat', 'Banjir', 'Capai', 'Rp', '2,1', 'Triliun']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1856,"['Sebagai', 'bagian', 'dari', 'komitmen', 'Danamon', 'dalam', 'memberikan', 'edukasi', 'finansial', 'yang', 'aplikatif', 'program', 'tersebut', 'menghadirkan', 'pembahasan', 'mendalam', 'tentang', 'berbagai', 'topik', 'keuangan', 'termasuk', 'investasi', 'untuk', 'startup']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
1388,"['Nah', 'bagi', 'Indonesia', 'kita', 'sudah', 'mulai', 'berbicara', 'dengan', 'Amerika', 'untuk', 'critical', 'mineral']","[0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 9]"
1519,"['Kita', 'berharap', 'kalau', 'mau', 'tumbuh', 'di', 'atas', '5', '%', 'misal', '5,1', '%', 'sesuai', 'target', 'Kuartal', 'IV', 'harus', 'sekitar', '5,3', '%', 'dan', 'itu', 'pasti', 'perlu', 'kerja', 'keras', 'kita', 'kata', 'Sekretaris', 'Menteri', 'Koordinator', 'Bidang', 'Perekonomian', 'Susiwijono', 'Moegiarso', 'saat', 'ditemui', 'di', 'kantor', 'nya', 'Jakarta', 'Selasa', '12/11/2024']","[0, 0, 0, 0, 12, 0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
2544,"['Anggota', 'DPD', 'dari', 'Daerah', 'Pemilihan', 'Dapil', 'DKI', 'Jakarta', 'mengungkapkan', 'keberpihakan', 'pemerintah', 'melalui', 'penghapusan', 'piutang', 'adalah', 'langkah', 'yang', 'tepat']","[0, 11, 0, 11, 2, 2, 2, 2, 0, 0, 11, 0, 0, 13, 0, 0, 0, 0]"
2076,"['Kita', 'masih', 'bisa', 'berharap', 'bahwa', 'perekonomian', 'kita', 'bisa', 'jaga', 'di', 'akhir', 'tahun', 'masih', 'di', 'level', '5', '%', 'sesuai', 'dengan', 'APBN', 'kita', 'tutur', 'Airlangga']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 0, 0, 0, 0, 0, 6]"
1540,"['Selain', 'itu', 'ketidakpastian', 'ekonomi', 'tersebut', 'akan', 'mendorong', 'kemungkinan', 'pengaruh', 'ke', 'nilai', 'tukar', 'global']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1217,"['Polres', 'Barito', 'Utara', 'menangkap', 'L', 'pada', 'Rabu', '30/10/2024']","[11, 2, 2, 0, 6, 0, 5, 17]"
1416,"['Dukung', 'Prabowo', 'Ridwan', 'Kamil', 'Janji', 'Kejar', 'Target', 'Pertumbuhan', 'Ekonomi', '8', 'Persen']","[0, 6, 8, 8, 0, 0, 0, 12, 16, 21, 22]"
2217,"['Padahal', 'jika', 'dikelola', 'dengan', 'baik', 'ugly', 'fruit', 'menyimpan', 'potensi', 'besar', 'baik', 'dari', 'sisi', 'ekonomi', 'maupun', 'keberlanjutan', 'lingkungan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
2355,"['Misal', 'dengan', 'rencana', 'bea', 'masuk', 'tarif', 'tinggi', 'ke', 'Amerika', 'untuk', 'produk', 'impor']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
1676,"['Sedangkan', 'calon', 'nomor', 'urut', '3', 'Faruq', 'Ibnul', 'Haqi', 'memiliki', 'visi-misi', 'Kota', 'Tegal', 'yang', 'maju', 'cemerlang', 'cerdas', 'modern', 'religius', 'dan', 'gemilang']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
1197,"['Langkah', 'ini', 'tidak', 'hanya', 'berkontribusi', 'pada', 'upaya', 'menciptakan', 'pertumbuhan', 'ekonomi', 'yang', 'berkelanjutan', 'tetapi', 'juga', 'meningkatkan', 'daya', 'saing', 'Indonesia', 'di', 'pasar', 'global']","[0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
1542,"['Efek', 'ini', 'juga', 'akan', 'menyebabkan', 'penarikan', 'investasi', 'global', 'dari', 'negara-negara', 'berkembang', 'dan', 'kemudian', 'membalikkan', 'aliran', 'modal']","[0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
953,"['Berdasarkan', 'penyelidikan', 'sementara', 'motif', 'nya', 'perekonomian']","[0, 0, 0, 0, 0, 0]"
750,"['Tercatat', 'laju', 'pertumbuhan', 'ekonomi', 'pada', 'Kuartal', 'II', '2024', 'mencapai', '5,05', '%', 'secara', 'secara', 'tahunan']","[0, 0, 12, 16, 0, 0, 0, 5, 0, 0, 0, 0, 0, 22]"
234,"['Capaian', 'ini', 'diberikan', 'berdasarkan', 'beberapa', 'indikator', 'penilaian', 'dari', 'kinerja', 'realisasi', 'investasi', 'serapan', 'tenaga', 'kerja', 'dan', 'kontribusi', 'KEK', 'Sanur', 'dalam', 'mendorong', 'pertumbuhan', 'ekonomi', 'Indonesia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 3]"
732,"['Trump', 'mengatakan', 'akan', 'membayar', 'pemotongan', 'pajak', 'dengan', 'mengenakan', 'tarif', 'pada', 'barang-barang', 'asing', 'yang', 'memasuki', 'AS', 'dan', 'telah', 'melontarkan', 'gagasan', 'pungutan', '60', '%', 'hingga', '100', '%', 'pada', 'produk-produk', 'Cina', 'dan', 'pungutan', '10', '%', 'hingga', '20', '%', 'pada', 'barang-barang', 'dari', 'seluruh', 'dunia']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 21, 22, 0, 21, 22, 0, 0, 3, 0, 0, 21, 22, 0, 21, 22, 0, 0, 0, 0, 0]"
2794,"['Single', 'Family', 'Office', 'SFO', '-', 'memberikan', 'pelayanan', 'hanya', 'kepada', 'satu', 'keluarga']","[0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
1156,"['Jika', 'dilihat', 'dari', 'segi', 'pendidikan', 'RK-Suswono', 'paling', 'banyak', 'dipilih', 'oleh', 'responden', 'yang', 'berpendidikan', 'tinggi', 'yakni', '33,5', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
2405,"['Pembicaraan', 'kedua', 'nya', 'antara', 'lain', 'membahas', 'soal', 'ekonomi', 'biru', 'dan', 'tanggul', 'laut', 'raksasa', 'atau', 'great', 'sea', 'wall']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 7, 7]"
1209,"['Jika', 'kita', 'hanya', 'mengandalkan', 'negara', 'kita', 'tidak', 'akan', 'bisa', 'mencapai', 'target', 'tersebut', 'karena', 'kapasitas', 'pemerintah', 'terbatas']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0]"
1065,"['Pertanyaan', 'nya', 'kini', 'adalah', 'apakah', 'pemerintah', 'siap', 'menghadapi', 'konsekuensi', 'dari', 'kebijakan', 'ini', 'Atau', 'kah', 'langkah', 'ini', 'yang', 'tampak', 'berorientasi', 'fiskal', 'justru', 'akan', 'menggoyahkan', 'stabilitas', 'pertumbuhan', 'ekonomi', 'yang', 'baru', 'mulai', 'bangkit']","[0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0]"
2156,"['Kunjungan', 'ini', 'bertujuan', 'untuk', 'menjajaki', 'potensi', 'kerja', 'sama', 'dan', 'investasi', 'di', 'sektor', 'industri', 'halal', 'Indonesia', 'yang', 'semakin', 'berkembang']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 0, 0, 0]"
1062,"['Menaikkan', 'PPN', 'mungkin', 'tampak', 'seperti', 'solusi', 'cepat', 'untuk', 'menambah', 'penerimaan', 'negara', 'tetapi', 'risiko', 'yang', 'ditimbulkan', 'nya', 'bisa', 'jauh', 'lebih', 'besar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1167,"['Selain', 'itu', 'sampai', 'sekarang', 'juga', 'kenaikan', 'PPN', '12', '%', 'juga', 'belum', 'resmi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
1492,"['Presiden', 'Prabowo', 'Subianto', 'mengatakan', 'pemerintah', 'ingin', 'mencari', 'peluang', 'terbaik', 'untuk', 'ekonomi', 'Indonesia']","[0, 6, 8, 0, 11, 0, 0, 0, 0, 0, 0, 3]"
2312,"['Yassierli', 'tidak', 'memberikan', 'penjelasan', 'lebih', 'rinci', 'soal', 'formula', 'yang', 'sudah', 'dipahami', 'bersama', 'itu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
884,"['Ia', 'menyebutkan', 'bahwa', 'judi', 'online', 'menyerap', 'sekitar', 'Rp', '600', 'triliun', 'dari', 'uang', 'masyarakat', 'tetapi', 'sebagian', 'besar', 'dari', 'jumlah', 'tersebut', 'justru', 'mengalir', 'ke', 'luar', 'negeri']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,"['Mantan', 'petugas', 'Rutan', 'KPK', 'Ramadhan', 'Ubaidillah', 'misalnya', 'baru', 'mengembalikan', 'Rp', '300.000', 'padhaal', 'ia', 'didakwa', 'menerima', 'uang', 'pungli', 'sebesar', 'Rp', '135,5', 'juta', 'selama', 'beberapa', 'tahun']","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
2750,"['Hari', 'ini', 'kami', 'meluncurkan', 'GEBUK', 'JUDOL', 'Gerakan', 'Bareng', 'Ungkap', 'Judi', 'Online', 'melalui', 'kolaborasi', 'multi-stakeholder', 'yang', 'memanfaatkan', 'teknologi', 'untuk', 'mencegah', 'dan', 'mendeteksi', 'transaksi', 'judi', 'online', 'melalui', 'patroli', 'siber', 'termasuk', 'pemblokiran', 'akun', 'yang', 'terkonfirmasi', 'terlibat', 'ujar', 'Presiden', 'Direktur', 'OVO', 'Karaniya', 'Dharmasaputra', 'dalam', 'rilis', 'yang', 'diterima', 'Kamis', '21/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
